filename,filesize,encoding,header
fun6_1.log,40000000,,
fun6_2.log,40000000,,
fun6_3.log,40000000,,
fun6_4.log,40000000,,
fun6_5.log,40000000,,
fun6_6.log,40000000,,
fun6_7.log,40000000,,
fun6_8.log,40000000,,
fun6_9.log,40000000,,
fun6_10.log,40000000,,
fun6_11.log,40000000,,
fun6_12.log,40000000,,
fun6_13.log,40000000,,
fun6_14.log,40000000,,
fun6_15.log,40000000,,
fun6_16.log,12323602,,
